file_id,dataset,text,category,text_length,word_count,textblob_polarity,textblob_subjectivity,mh_depression,mh_anxiety,mh_stress,mh_positive,mh_negative,exclamations,questions
synthetic_very_negative_0055,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0056,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0057,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0058,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0059,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0060,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0061,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0062,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0063,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0064,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0065,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0066,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0067,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0068,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0069,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0070,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0071,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0072,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0073,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0074,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0075,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0076,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0077,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0078,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0079,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0080,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0081,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0082,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0083,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0084,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0085,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0086,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0087,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0088,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0089,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0090,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0091,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0092,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0093,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0094,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0095,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0096,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0097,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0098,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0099,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0100,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0101,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0102,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0103,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0104,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0105,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0106,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0107,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0108,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0109,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0110,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0111,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0112,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0113,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0114,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0115,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0116,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0117,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0118,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0119,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0120,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0121,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0122,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0123,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0124,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0125,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0126,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0127,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0128,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0129,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0130,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0131,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0132,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0133,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0134,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0135,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0136,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0137,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0138,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0139,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0140,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0141,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0142,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0143,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0144,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0145,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0146,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0147,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0148,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0149,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0150,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0151,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0152,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0153,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0154,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0155,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0156,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0157,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0158,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0159,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0160,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0161,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0162,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0163,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0164,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0165,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0166,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0167,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0168,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0169,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0170,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0171,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0172,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0173,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0174,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0175,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0176,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0177,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0178,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0179,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0180,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0181,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0182,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0183,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0184,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0185,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0186,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0187,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0188,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0189,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0190,Synthetic,Completely overwhelmed and can't cope,very_negative,37,5,0.1,0.4,0,0,1,0,False,0,0
synthetic_very_negative_0191,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0192,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0193,Synthetic,Feeling worthless and like a burden,very_negative,35,6,-0.8,0.9,1,0,0,0,False,0,0
synthetic_very_negative_0194,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0195,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0196,Synthetic,Everything seems pointless and meaningless,very_negative,42,5,-0.375,0.75,0,0,0,0,False,0,0
synthetic_very_negative_0197,Synthetic,I feel so hopeless and don't see any point,very_negative,42,9,0.0,0.0,1,0,0,0,False,0,0
synthetic_very_negative_0198,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_very_negative_0199,Synthetic,"Life feels empty, I'm lost and alone",very_negative,36,7,-0.1,0.5,1,0,0,0,False,0,0
synthetic_negative_0000,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0001,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0002,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0003,Synthetic,"Things are difficult, I'm struggling",negative,36,5,-0.5,1.0,0,0,0,0,False,0,0
synthetic_negative_0004,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0005,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0006,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0007,Synthetic,"Having a tough day, feeling stressed",negative,36,6,-0.3888888888888889,0.8333333333333334,0,0,2,0,False,0,0
synthetic_negative_0008,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0009,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
synthetic_negative_0010,Synthetic,Feeling anxious about challenges ahead,negative,38,5,-0.25,1.0,0,1,0,0,False,0,0
synthetic_negative_0011,Synthetic,Worried and nervous about everything,negative,36,5,0.0,0.0,0,2,0,0,False,0,0
