file_id,emotion,emotion_code,split,has_landmarks,processed_path,original_path
train_happy_0021,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0021.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_72328488.jpg
train_happy_0022,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0022.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_50509507.jpg
train_happy_0023,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0023.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_38537768.jpg
train_happy_0024,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0024.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_48740396.jpg
train_happy_0025,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0025.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_85887812.jpg
train_happy_0026,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0026.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_28466037.jpg
train_happy_0027,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0027.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_86253844.jpg
train_happy_0028,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0028.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_4746688.jpg
train_happy_0029,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0029.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_48660367.jpg
train_happy_0030,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0030.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_66175795.jpg
train_happy_0031,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0031.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_98092826.jpg
train_happy_0032,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0032.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_10229138.jpg
train_happy_0033,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0033.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_77214532.jpg
train_happy_0034,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0034.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_43546203.jpg
train_happy_0035,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0035.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_39870513.jpg
train_happy_0036,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0036.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_67085739.jpg
train_happy_0037,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0037.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_74568103.jpg
train_happy_0038,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0038.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_81831361.jpg
train_happy_0039,happy,3,train,False,multimodal_facial_data/processed_facial/fer_2013_train_happy_0039.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_60285848.jpg
train_happy_0040,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0040.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_44035888.jpg
train_happy_0041,happy,3,train,False,multimodal_facial_data/processed_facial/fer_2013_train_happy_0041.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_48775304.jpg
train_happy_0042,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0042.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_86641910.jpg
train_happy_0043,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0043.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_18115277.jpg
train_happy_0044,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0044.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_75762211.jpg
train_happy_0045,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0045.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_69185476.jpg
train_happy_0046,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0046.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_529327.jpg
train_happy_0047,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0047.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_46335906.jpg
train_happy_0048,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0048.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_92330479.jpg
train_happy_0049,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0049.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_25590197.jpg
train_happy_0050,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0050.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_45766025.jpg
train_happy_0051,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0051.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_39499194.jpg
train_happy_0052,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0052.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_5551711.jpg
train_happy_0053,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0053.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_67019587.jpg
train_happy_0054,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0054.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_28928148.jpg
train_happy_0055,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0055.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_26749067.jpg
train_happy_0056,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0056.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_4751179.jpg
train_happy_0057,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0057.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_60233532.jpg
train_happy_0058,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0058.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_74863333.jpg
train_happy_0059,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0059.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_88255642.jpg
train_happy_0060,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0060.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_64499827.jpg
train_happy_0061,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0061.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_13681608.jpg
train_happy_0062,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0062.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_15492038.jpg
train_happy_0063,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0063.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_49197622.jpg
train_happy_0064,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0064.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_1505570.jpg
train_happy_0065,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0065.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_7429754.jpg
train_happy_0066,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0066.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_31971836.jpg
train_happy_0067,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0067.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_73461360.jpg
train_happy_0068,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0068.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_21838324.jpg
train_happy_0069,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0069.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_78282852.jpg
train_happy_0070,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0070.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_94206014.jpg
train_happy_0071,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0071.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_81940101.jpg
train_happy_0072,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0072.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_33749630.jpg
train_happy_0073,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0073.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_51564699.jpg
train_happy_0074,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0074.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_53563474.jpg
train_happy_0075,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0075.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_76806381.jpg
train_happy_0076,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0076.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_92957189.jpg
train_happy_0077,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0077.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_74038421.jpg
train_happy_0078,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0078.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_74905009.jpg
train_happy_0079,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0079.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_63255292.jpg
train_happy_0080,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0080.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_51659708.jpg
train_happy_0081,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0081.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_24840636.jpg
train_happy_0082,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0082.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_94050905.jpg
train_happy_0083,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0083.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_59914853.jpg
train_happy_0084,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0084.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_64648532.jpg
train_happy_0085,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0085.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_67550624.jpg
train_happy_0086,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0086.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_56895385.jpg
train_happy_0087,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0087.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_4919573.jpg
train_happy_0088,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0088.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_23887147.jpg
train_happy_0089,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0089.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_44859116.jpg
train_happy_0090,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0090.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_51209495.jpg
train_happy_0091,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0091.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_14254799.jpg
train_happy_0092,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0092.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_38034247.jpg
train_happy_0093,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0093.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_9057881.jpg
train_happy_0094,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0094.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_8881754.jpg
train_happy_0095,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0095.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_25621096.jpg
train_happy_0096,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0096.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_73764577.jpg
train_happy_0097,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0097.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_48410081.jpg
train_happy_0098,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0098.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_80931287.jpg
train_happy_0099,happy,3,train,True,multimodal_facial_data/processed_facial/fer_2013_train_happy_0099.jpg,multimodal_facial_data/raw_facial/fer2013/train/happy/Training_25566250.jpg
train_disgust_0000,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0000.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_35846483.jpg
train_disgust_0001,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0001.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_659019.jpg
train_disgust_0002,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0002.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_55790100.jpg
train_disgust_0003,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0003.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_93703215.jpg
train_disgust_0004,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0004.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_78735276.jpg
train_disgust_0005,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0005.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_67888404.jpg
train_disgust_0006,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0006.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_37855272.jpg
train_disgust_0007,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0007.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_42237066.jpg
train_disgust_0008,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0008.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_33099414.jpg
train_disgust_0009,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0009.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_67085421.jpg
train_disgust_0010,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0010.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_81049148.jpg
train_disgust_0011,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0011.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_99044827.jpg
train_disgust_0012,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0012.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_52126443.jpg
train_disgust_0013,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0013.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_92867053.jpg
train_disgust_0014,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0014.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_9567515.jpg
train_disgust_0015,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0015.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_11652168.jpg
train_disgust_0016,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0016.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_67301317.jpg
train_disgust_0017,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0017.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_71184114.jpg
train_disgust_0018,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0018.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_27574839.jpg
train_disgust_0019,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0019.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_80671795.jpg
train_disgust_0020,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0020.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_8536264.jpg
train_disgust_0021,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0021.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_14124662.jpg
train_disgust_0022,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0022.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_84519169.jpg
train_disgust_0023,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0023.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_43986935.jpg
train_disgust_0024,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0024.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_84874359.jpg
train_disgust_0025,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0025.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_14049546.jpg
train_disgust_0026,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0026.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_97638867.jpg
train_disgust_0027,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0027.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_41474720.jpg
train_disgust_0028,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0028.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_43083070.jpg
train_disgust_0029,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0029.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_73540712.jpg
train_disgust_0030,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0030.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_5459858.jpg
train_disgust_0031,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0031.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_76503162.jpg
train_disgust_0032,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0032.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_44375986.jpg
train_disgust_0033,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0033.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_25610374.jpg
train_disgust_0034,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0034.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_18375779.jpg
train_disgust_0035,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0035.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_48256589.jpg
train_disgust_0036,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0036.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_61032772.jpg
train_disgust_0037,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0037.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_86653280.jpg
train_disgust_0038,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0038.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_7975772.jpg
train_disgust_0039,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0039.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_52480931.jpg
train_disgust_0040,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0040.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_96734926.jpg
train_disgust_0041,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0041.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_25520941.jpg
train_disgust_0042,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0042.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_39701184.jpg
train_disgust_0043,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0043.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_11550217.jpg
train_disgust_0044,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0044.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_14528146.jpg
train_disgust_0045,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0045.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_58836036.jpg
train_disgust_0046,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0046.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_94788538.jpg
train_disgust_0047,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0047.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_93510905.jpg
train_disgust_0048,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0048.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_57692374.jpg
train_disgust_0049,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0049.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_29267008.jpg
train_disgust_0050,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0050.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_43545246.jpg
train_disgust_0051,disgust,1,train,False,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0051.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_17705855.jpg
train_disgust_0052,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0052.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_77446866.jpg
train_disgust_0053,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0053.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_21653452.jpg
train_disgust_0054,disgust,1,train,True,multimodal_facial_data/processed_facial/fer_2013_train_disgust_0054.jpg,multimodal_facial_data/raw_facial/fer2013/train/disgust/Training_79051820.jpg
